      #Energy        TDOS
      -8.14598       3.78134
      -8.13198       3.78725
      -8.11898       3.79317
      -8.10598       3.79909
      -8.09198       3.80502
      -8.07898       3.81095
      -8.06498       3.81689
      -8.05198       3.82284
      -8.03798       3.82879
      -8.02498       3.83475
      -8.01098       3.84071
      -7.99798       3.84667
      -7.98498       3.85265
      -7.97098       3.85862
      -7.95798       3.86461
      -7.94398       3.87060
      -7.93098       3.87659
      -7.91698       3.88258
      -7.90398       3.88854
      -7.88998       3.89443
      -7.87698       3.90027
      -7.86398       3.90610
      -7.84998       3.91194
      -7.83698       3.91779
      -7.82298       3.92365
      -7.80998       3.92951
      -7.79598       3.93539
      -7.78298       3.94128
      -7.76898       3.94718
      -7.75598       3.95309
      -7.74298       3.95900
      -7.72898       3.96493
      -7.71598       3.97087
      -7.70198       3.97682
      -7.68898       3.98278
      -7.67498       3.98875
      -7.66198       3.99473
      -7.64898       4.00072
      -7.63498       4.00677
      -7.62198       4.01286
      -7.60798       4.01909
      -7.59498       4.02577
      -7.58098       4.03312
      -7.56798       4.04114
      -7.55398       4.04985
      -7.54098       4.05920
      -7.52798       4.06921
      -7.51398       4.07986
      -7.50098       4.09115
      -7.48698       4.10310
      -7.47398       4.11400
      -7.45998       4.12359
      -7.44698       4.13326
      -7.43298       4.14302
      -7.41998       4.15288
      -7.40698       4.16283
      -7.39298       4.17288
      -7.37998       4.18301
      -7.36598       4.19322
      -7.35298       4.20353
      -7.33898       4.21391
      -7.32598       4.22437
      -7.31198       4.23491
      -7.29898       4.24553
      -7.28598       4.25623
      -7.27198       4.26701
      -7.25898       4.27786
      -7.24498       4.28880
      -7.23198       4.29980
      -7.21798       4.31080
      -7.20498       4.32176
      -7.19098       4.33270
      -7.17798       4.34360
      -7.16498       4.35446
      -7.15098       4.36529
      -7.13798       4.37608
      -7.12398       4.38685
      -7.11098       4.39758
      -7.09698       4.40832
      -7.08398       4.41910
      -7.07098       4.42993
      -7.05698       4.44081
      -7.04398       4.45174
      -7.02998       4.46271
      -7.01698       4.47372
      -7.00298       4.48480
      -6.98998       4.49598
      -6.97598       4.50732
      -6.96298       4.51889
      -6.94998       4.53073
      -6.93598       4.54287
      -6.92298       4.55531
      -6.90898       4.56804
      -6.89598       4.58105
      -6.88198       4.59436
      -6.86898       4.60796
      -6.85498       4.62184
      -6.84198       4.63600
      -6.82898       4.65046
      -6.81498       4.66521
      -6.80198       4.68024
      -6.78798       4.69556
      -6.77498       4.71118
      -6.76098       4.72713
      -6.74798       4.74348
      -6.73398       4.76087
      -6.72098       4.77886
      -6.70798       4.79643
      -6.69398       4.81358
      -6.68098       4.83039
      -6.66698       4.84688
      -6.65398       4.86301
      -6.63998       4.87873
      -6.62698       4.89403
      -6.61298       4.90886
      -6.59998       4.92319
      -6.58698       4.93698
      -6.57298       4.95019
      -6.55998       4.96281
      -6.54598       4.97483
      -6.53298       4.98625
      -6.51898       4.99709
      -6.50598       5.00739
      -6.49198       5.01736
      -6.47898       5.02727
      -6.46598       5.03728
      -6.45198       5.04740
      -6.43898       5.05762
      -6.42498       5.06795
      -6.41198       5.07839
      -6.39798       5.08860
      -6.38498       5.09855
      -6.37198       5.10852
      -6.35798       5.11819
      -6.34498       5.12751
      -6.33098       5.13676
      -6.31798       5.14559
      -6.30398       5.15394
      -6.29098       5.16212
      -6.27698       5.17065
      -6.26398       5.18059
      -6.25098       5.19208
      -6.23698       5.20420
      -6.22398       5.21632
      -6.20998       5.22841
      -6.19698       5.24046
      -6.18298       5.25250
      -6.16998       5.26455
      -6.15598       5.27663
      -6.14298       5.28875
      -6.12998       5.30092
      -6.11598       5.31308
      -6.10298       5.32523
      -6.08898       5.33749
      -6.07598       5.35003
      -6.06198       5.36298
      -6.04898       5.37634
      -6.03498       5.39010
      -6.02198       5.40427
      -6.00898       5.41880
      -5.99498       5.43346
      -5.98198       5.44798
      -5.96798       5.46231
      -5.95498       5.47643
      -5.94098       5.49035
      -5.92798       5.50406
      -5.91398       5.51758
      -5.90098       5.53090
      -5.88798       5.54401
      -5.87398       5.55692
      -5.86098       5.56963
      -5.84698       5.58215
      -5.83398       5.59457
      -5.81998       5.60703
      -5.80698       5.61964
      -5.79398       5.63254
      -5.77998       5.64580
      -5.76698       5.65935
      -5.75298       5.67308
      -5.73998       5.68661
